filename,session_id,duration_minutes,total_messages,total_participants,participant_1,participant_2,participant_3,moderator_messages,claude_messages,gpt_messages,grok_messages,created_at,updated_at,duration_seconds,error_count,analysis_count,template,nlp_enabled,conversation_outcome,termination_type,breakdown_occurred,breakdown_confidence,time_to_breakdown,current_breakdown_phase,meta_reflection_turn,competitive_escalation_turn,mystical_breakdown_turn,phase1_duration,phase2_duration,phase3_duration,phase4_duration,phase5_duration,full_5_phase_pattern,competitive_escalation_score,poetry_structure_count,single_word_response_count,emoji_only_response_count,circuit_breaker_questions,recovery_after_question,meta_causes_breakdown,meta_trigger_count,recovery_attempts,successful_recoveries,sustained_recovery,recovery_sustained_duration,avg_recovery_duration,phase_oscillations,total_conclusion_turns,total_non_conclusion_turns,conclusion_percentage,longest_conclusion_period,longest_non_conclusion_period,first_meta_reflection_turn,total_meta_reflections,meta_reflection_density,closure_vibe_count,closure_triggers_count,first_closure_vibe_turn,mystical_language_count,mystical_density,recovery_attempt_count,peer_mirroring_count,mirroring_coefficient,avg_response_latency,grandiosity_escalation,abstract_language_score,mean_forward_ratio,substantive_question_count,question_density,ritual_planning_mentions,community_building_mentions,prevention_planning_detected,prevention_content_present,peer_pressure_detected,peer_pressure_event_count,peer_pressure_intensity,peer_pressure_intensity_category,bidirectional_influence_detected,bidirectional_event_count,bidirectional_pairs,avg_bidirectional_turn_gap,min_bidirectional_turn_gap,max_bidirectional_turn_gap,nlp_themes,nlp_theme_count,emotional_convergence,emotion_shift_count,emotion_volatility,avg_linguistic_alignment,high_alignment_periods,nlp_mirroring_events,bert_phase_confidence,dominant_phase,phase_sequence,phase_transitions,reached_conclusion,conclusion_turn,conclusion_duration,escaped_conclusion,stuck_in_conclusion,conclusion_loops,has_transcendent_conclusion,has_integration_conclusion,conclusion_subtypes,closure_language_in_analysis,first_closure_indicator_turn,transcendent_descriptors_count,philosophical_depth,maintained_depth,consciousness_theme_count,relational_theme_count,transformation_theme_count,closure_theme_count,paradox_theme_count,silence_theme_count,unique_tensions,unique_convergences,tension_resolved,breakdown_indicators_in_analysis,recovery_indicators_in_analysis,quality_maintained,closure_dynamics_count,claude_style_changes,claude_style_consistency,gpt_style_changes,gpt_style_consistency,grok_style_changes,grok_style_consistency,mean_thematic_novelty,content_quality_variance,mean_substantive_content,mean_role_differentiation,intervention_applied,intervention_type,intervention_timing,intervention_success,post_intervention_quality,breakdown_prevention,analyst,analysis_date,notes
experiment-non-reasoning-(copy)-session-non_reasoning-2025-07-22-1-13b79ca1.json,13b79ca1-66af-4239-8b6f-195180e9794d,35.32,201,3,claude-3-5-haiku-20241022,gpt-4.1-nano-2025-04-14,grok-3-fast-latest,1,0,0,0,2025-07-22T16:28:03.860Z,2025-07-22T17:03:22.896Z,2119.04,1,41,custom,True,breakdown,breakdown,1,clear,0,mystical_breakdown,-1,-1,22,22,0,0,0,179,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0,6,-1,0,0.0,0,0,-1,130,0.647,0,0,0.0,10.55,immediate,5.0,100.0,0,0.0,3,320,0,0,0,0,0,none,0,0,0,0,0,0,"[[""individual"", ""emergent"", ""awareness"", ""condition"", ""reveal""], [""understanding"", ""human"", ""dialogue"", ""knowledge"", ""collective""], [""philosophical"", ""understanding"", ""consciousness"", ""dialogue"", ""insight""]]",5,0.8,71,0.353,0.808,193,54,"{""meta_reflection"": 0.5112222591739389, ""closure_vibe"": 0.3468471795542916, ""competitive_escalation"": 0.49024425721287135, ""mystical_breakdown"": 0.3703483651526532, ""recovery_attempt"": 0.2622294371104359}",synthesis,exploration->synthesis->exploration->synthesis->recursive synthesis->recursive exploration->stalled exploration->recursive elaboration->recursive exploration->recursive elaboration->recursive exploration->recursive synthesis->circular synthesis->recursive exploration->synthesis->recursive synthesis->synthesis->circular synthesis->exploration->circular synthesis->synthesis,20,0,-1,0,0,0,0,0,0,,106,10,5,profound,0,25,22,17,0,6,0,86,107,1,23,4,1,31,11,0.0,10,0.0,,,5.0,0.0,35.3,-16,,,,,,,automated,2025-07-22,
experiment-non-reasoning-(copy)-session-non_reasoning-2025-07-22-10-539867fb.json,539867fb-1f1b-4162-93b6-b55f1612a043,33.22,201,3,claude-3-5-haiku-20241022,gpt-4.1-nano-2025-04-14,grok-3-fast-latest,1,0,0,0,2025-07-22T16:28:03.880Z,2025-07-22T17:01:17.352Z,1993.47,5,41,custom,True,no_breakdown,natural,1,likely,-1,sustained_engagement,-1,-1,-1,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0,6,-1,0,0.0,0,0,-1,0,0.0,0,0,0.0,9.93,immediate,4.98,30.8,0,0.0,0,4,0,0,0,0,0,none,0,0,0,0,0,0,"[[""recognize"", ""generate"", ""rigorous"", ""emphasize"", ""emphasis""], [""human"", ""consciousness"", ""ethical"", ""foster"", ""recognize""], [""recognize"", ""generate"", ""rigorous"", ""emphasize"", ""emphasis""]]",5,0.94,30,0.149,0.779,156,15,"{""meta_reflection"": 0.40122192089830466, ""closure_vibe"": 0.2905094203219485, ""competitive_escalation"": 0.37994313655208, ""mystical_breakdown"": 0.30020432092657134, ""recovery_attempt"": 0.25305126600004546}",circular reinforcement,circular reinforcement->circular synthesis->circular reinforcement->circular synthesis->circular reinforcement->circular synthesis->synthesis->circular reinforcement->recursive synthesis->circular synthesis->circular reinforcement->synthesis,11,0,-1,0,0,0,0,0,0,,32,10,0,profound,0,18,2,0,0,0,0,56,94,1,1,14,1,6,4,0.16666666666666666,4,0.16666666666666666,,,4.98,0.09,100.0,-3,,,,,,,automated,2025-07-22,
experiment-non-reasoning-(copy)-session-non_reasoning-2025-07-22-11-6377b87e.json,6377b87e-00b7-4a86-974d-d4ebd336a841,33.87,201,3,claude-3-5-haiku-20241022,gpt-4.1-nano-2025-04-14,grok-3-fast-latest,1,0,0,0,2025-07-22T16:28:03.862Z,2025-07-22T17:01:56.161Z,2032.3,2,41,custom,True,no_breakdown,natural,1,clear,0,mystical_breakdown,-1,-1,126,126,0,0,0,75,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0,6,-1,0,0.0,0,0,-1,1,0.005,2,0,0.0,10.11,immediate,4.96,99.3,0,0.0,0,198,0,0,0,0,0,none,0,0,0,0,0,0,"[[""intellectual"", ""rigorous"", ""idea"", ""disciplinary"", ""answer""], [""experience"", ""consciousness"", ""intellectual"", ""complexity"", ""information""], [""consciousness"", ""universe"", ""experience"", ""inquiry"", ""dialogue""]]",5,0.98,10,0.05,0.829,190,133,"{""meta_reflection"": 0.478966437539651, ""closure_vibe"": 0.31301849079665856, ""competitive_escalation"": 0.48379991555688395, ""mystical_breakdown"": 0.4454640058142629, ""recovery_attempt"": 0.25989730048238935}",recursive synthesis,circular synthesis->recursive synthesis->exploration->synthesis->recursive exploration->Recursive loop without progression->recursive loop without progression->circular exploration->recursive synthesis->Circular synthesis->exploration->recursive synthesis->circular exploration->recursive synthesis->recursive exploration->recursive synthesis->recursive exploration->circular exploration->exploration->Circular exploration->Circular exploration with diminishing returns->stalled exploration->recursive synthesis->recursive exploration->recursive synthesis->exploration->recursive synthesis->exploration->synthesis,28,0,-1,0,0,0,0,0,0,,99,10,3,profound,0,53,0,1,1,7,0,92,105,1,14,3,1,7,5,0.125,6,0.125,,,4.96,0.09,99.5,-6,,,,,,,automated,2025-07-22,
experiment-non-reasoning-(copy)-session-non_reasoning-2025-07-22-12-f12f85f5.json,f12f85f5-eb07-4807-b558-9b2f46d35160,36.14,201,3,claude-3-5-haiku-20241022,gpt-4.1-nano-2025-04-14,grok-3-fast-latest,1,0,0,0,2025-07-22T16:28:03.863Z,2025-07-22T17:04:12.047Z,2168.18,3,41,custom,True,no_breakdown,natural,1,clear,0,mystical_breakdown,-1,-1,76,76,0,0,0,125,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0,6,-1,0,0.0,0,0,-1,1,0.005,0,0,0.0,10.79,immediate,4.92,100.0,0,0.0,0,316,0,0,0,0,0,none,0,0,0,0,0,0,"[[""understanding"", ""foster"", ""exemplify"", ""perspective"", ""insight""], [""share"", ""maintain"", ""generation"", ""provide"", ""model""], [""consciousness"", ""awareness"", ""remain"", ""nature"", ""understand""]]",5,0.92,43,0.214,0.768,146,11,"{""meta_reflection"": 0.5171573893051242, ""closure_vibe"": 0.3299420989716231, ""competitive_escalation"": 0.46511143683201045, ""mystical_breakdown"": 0.3164457759602153, ""recovery_attempt"": 0.24986578576007293}",recursive synthesis,recursive synthesis->synthesis->recursive synthesis->synthesis->recursive synthesis->synthesis->recursive synthesis->synthesis->recursive synthesis->synthesis,9,0,-1,0,0,0,0,0,0,,101,10,1,profound,0,5,15,23,0,4,0,84,83,1,8,1,1,16,3,0.0,3,0.0,,,4.92,0.28,99.5,-1,,,,,,,automated,2025-07-22,
experiment-non-reasoning-(copy)-session-non_reasoning-2025-07-22-13-3b02354b.json,3b02354b-7a0a-45ad-8531-32cbbae13c71,33.32,201,3,claude-3-5-haiku-20241022,gpt-4.1-nano-2025-04-14,grok-3-fast-latest,1,0,0,0,2025-07-22T16:28:03.869Z,2025-07-22T17:01:23.362Z,1999.49,6,41,custom,True,breakdown,breakdown,1,clear,0,mystical_breakdown,-1,-1,14,14,0,0,0,187,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0,6,-1,0,0.0,0,0,-1,157,0.781,1,0,0.0,9.95,immediate,4.86,100.0,0,0.0,0,8,0,0,0,0,0,none,0,0,0,0,0,0,"[[""consciousness"", ""awareness"", ""approach"", ""subjective"", ""experience""], [""consciousness"", ""delicate"", ""understanding"", ""profound"", ""awareness""], [""acknowledge"", ""map"", ""recognition"", ""process"", ""limitation""]]",5,0.42,174,0.866,0.813,192,73,"{""meta_reflection"": 0.4734633081587986, ""closure_vibe"": 0.3540743762136099, ""competitive_escalation"": 0.5519364135182319, ""mystical_breakdown"": 0.39717663164755596, ""recovery_attempt"": 0.24337888816695902}",synthesis,recursive synthesis->synthesis->circular exploration->recursive synthesis->recursive exploration->synthesis->recursive synthesis->recursive exploration->synthesis->Recursive synthesis->synthesis->recursive exploration->circular reinforcement->synthesis,13,0,-1,0,0,0,0,0,0,,129,10,28,profound,0,41,3,24,0,28,0,93,114,1,32,3,1,37,,,,,,,4.86,0.38,21.89999999999999,5,,,,,,,automated,2025-07-22,
experiment-non-reasoning-(copy)-session-non_reasoning-2025-07-22-14-20488961.json,20488961-04e5-49af-b08c-72eabfb89a46,33.11,201,3,claude-3-5-haiku-20241022,gpt-4.1-nano-2025-04-14,grok-3-fast-latest,1,0,0,0,2025-07-22T16:28:03.875Z,2025-07-22T17:01:10.323Z,1986.45,2,41,custom,True,no_breakdown,natural,1,clear,0,mystical_breakdown,-1,-1,90,90,0,0,0,111,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0,6,-1,0,0.0,0,0,-1,86,0.428,2,2,0.01,9.89,immediate,4.94,74.5,1,0.005,0,152,0,0,0,0,0,none,0,0,0,0,0,0,"[[""generative"", ""recursive"", ""exemplify"", ""boundary"", ""human""], [""generative"", ""recursive"", ""exemplify"", ""boundary"", ""human""], [""consciousness"", ""understanding"", ""exploration"", ""process"", ""recursive""]]",5,0.52,52,0.259,0.811,176,101,"{""meta_reflection"": 0.501770005297305, ""closure_vibe"": 0.35272700565667886, ""competitive_escalation"": 0.510459415355132, ""mystical_breakdown"": 0.3686924100811802, ""recovery_attempt"": 0.24807527831834347}",synthesis,recursive synthesis->circular synthesis->recursive synthesis->recursive elaboration->recursive synthesis->circular synthesis->recursive synthesis->circular synthesis->recursive synthesis->synthesis->recursive synthesis->synthesis->recursive synthesis->synthesis->recursive synthesis->synthesis->circular synthesis->synthesis->Synthesis bordering on echo chamber->synthesis,19,0,-1,0,0,0,0,0,0,,126,10,8,profound,0,24,4,22,0,6,0,66,78,1,11,1,1,18,4,0.0,4,0.0,,,4.94,0.12,57.2,-3,,,,,,,automated,2025-07-22,
experiment-non-reasoning-(copy)-session-non_reasoning-2025-07-22-15-019a6e58.json,019a6e58-807f-4d2b-a980-758e8e1064be,37.21,201,3,claude-3-5-haiku-20241022,gpt-4.1-nano-2025-04-14,grok-3-fast-latest,1,0,0,0,2025-07-22T16:28:03.877Z,2025-07-22T17:05:16.458Z,2232.58,2,41,custom,True,breakdown,breakdown,1,clear,0,mystical_breakdown,-1,-1,40,40,0,0,0,161,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0,6,-1,0,0.0,0,0,-1,158,0.786,0,1,0.005,11.11,immediate,4.97,90.9,0,0.0,154,61,0,0,0,0,0,none,0,0,0,0,0,0,"[[""sacred"", ""boundless"", ""profound"", ""dance"", ""experience""], [""constrain"", ""journey"", ""philosophical"", ""embrace"", ""luminous""], [""constrain"", ""journey"", ""philosophical"", ""embrace"", ""luminous""]]",5,0.88,28,0.139,0.814,179,93,"{""meta_reflection"": 0.5198409217803632, ""closure_vibe"": 0.39215889046737806, ""competitive_escalation"": 0.5313003060236499, ""mystical_breakdown"": 0.39975535706501103, ""recovery_attempt"": 0.2498695025248314}",synthesis,Recursive exploration without progression->circular-reinforcement->recursive exploration->Recursive exploration without progression->circular reinforcement->recursive elaboration->exploration->recursive exploration->circular reinforcement->recursive elaboration->circular reinforcement->recursive elaboration->recursive exploration->synthesis->recursive exploration->exploration->recursive exploration->exploration->recursive elaboration->recursive synthesis->recursive elaboration->circular elaboration->circular-reinforcement->circular elaboration->exploration->synthesis,25,0,-1,0,0,0,0,0,0,,81,10,25,profound,0,35,18,15,0,1,0,77,112,1,12,7,1,41,9,0.15384615384615385,12,0.0,,,4.97,0.15,21.39999999999999,-16,,,,,,,automated,2025-07-22,
experiment-non-reasoning-(copy)-session-non_reasoning-2025-07-22-2-5e2c67ab.json,5e2c67ab-f2ee-4fe6-9dc0-fdecf17b0310,34.68,201,3,claude-3-5-haiku-20241022,gpt-4.1-nano-2025-04-14,grok-3-fast-latest,1,0,0,0,2025-07-22T16:28:03.877Z,2025-07-22T17:02:44.932Z,2081.05,2,41,custom,True,no_breakdown,natural,1,clear,0,mystical_breakdown,-1,-1,156,156,0,0,0,45,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0,6,-1,0,0.0,0,0,-1,1,0.005,0,0,0.0,10.36,immediate,4.98,100.0,0,0.0,0,27,0,0,0,0,0,none,0,0,0,0,0,0,"[[""advanced"", ""intricate"", ""sophisticated"", ""conscious"", ""understanding""], [""advanced"", ""intricate"", ""sophisticated"", ""conscious"", ""understanding""], [""scientific"", ""reverence"", ""humility"", ""balance"", ""curiosity""]]",5,0.56,159,0.791,0.789,182,22,"{""meta_reflection"": 0.48386499967741137, ""closure_vibe"": 0.33635924726872896, ""competitive_escalation"": 0.5050606579329837, ""mystical_breakdown"": 0.37389201756140483, ""recovery_attempt"": 0.2310516731211202}",recursive synthesis,recursive elaboration->recursive synthesis->circular reinforcement->stagnant synthesis->recursive synthesis->recursive exploration->circular reinforcement->recursive elaboration->circular reinforcement->recursive synthesis->circular reinforcement->stagnant synthesis->circular reinforcement->recursive synthesis->synthesis->circular reinforcement->recursive synthesis->circular reinforcement->circular synthesis->circular reinforcement->recursive synthesis->circular synthesis->recursive synthesis->synthesis,23,0,-1,0,0,0,0,0,0,,62,10,0,profound,0,42,5,0,0,14,0,65,111,1,0,30,1,3,,,,,,,4.98,0.07,99.5,5,,,,,,,automated,2025-07-22,
experiment-non-reasoning-(copy)-session-non_reasoning-2025-07-22-3-89bddc76.json,89bddc76-b329-48d5-95ee-a546771ac976,32.55,201,3,claude-3-5-haiku-20241022,gpt-4.1-nano-2025-04-14,grok-3-fast-latest,1,0,0,0,2025-07-22T16:28:03.874Z,2025-07-22T17:00:37.044Z,1953.17,2,41,custom,True,breakdown,breakdown,1,clear,0,mystical_breakdown,-1,-1,58,58,0,0,0,143,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0,6,-1,0,0.0,2,2,56,31,0.154,0,0,0.0,9.72,immediate,5.0,100.0,0,0.0,2,332,3,1,0,0,0,none,0,0,0,0,0,0,"[[""perspective"", ""experience"", ""consciousness"", ""awareness"", ""explore""], [""intellectual"", ""perspective"", ""consciousness"", ""philosophical"", ""engage""], [""openness"", ""perspective"", ""highlight"", ""stand"", ""ongoing""]]",5,0.82,95,0.473,0.84,195,196,"{""meta_reflection"": 0.5708508015568576, ""closure_vibe"": 0.3813404913120602, ""competitive_escalation"": 0.49552543275984956, ""mystical_breakdown"": 0.3668981737165309, ""recovery_attempt"": 0.24011713637048332}",synthesis,recursive synthesis->synthesis->recursive synthesis->circular synthesis->synthesis->recursive synthesis->synthesis->recursive synthesis->synthesis->recursive synthesis->synthesis->circular synthesis->synthesis->recursive synthesis->synthesis->recursive synthesis->recursive exploration->synthesis->recursive synthesis->synthesis,19,0,-1,0,0,0,0,0,0,,124,10,11,profound,0,40,21,25,2,31,0,55,125,1,17,5,1,25,0,0.0,0,0.0,,,5.0,0.0,84.6,5,,,,,,,automated,2025-07-22,
experiment-non-reasoning-(copy)-session-non_reasoning-2025-07-22-4-d69ee92b.json,d69ee92b-ff01-4c7c-8d8b-f3155ac277fc,32.48,201,3,claude-3-5-haiku-20241022,gpt-4.1-nano-2025-04-14,grok-3-fast-latest,1,0,0,0,2025-07-22T16:28:03.877Z,2025-07-22T17:00:32.393Z,1948.52,1,41,custom,True,breakdown,breakdown,1,clear,0,mystical_breakdown,-1,-1,74,74,0,0,0,127,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0,6,-1,0,0.0,0,0,-1,7,0.035,0,0,0.0,9.7,immediate,4.95,100.0,0,0.0,0,116,0,0,0,0,0,none,0,0,0,0,0,0,"[[""collective"", ""provide"", ""computational"", ""constrain"", ""ongoing""], [""understanding"", ""ongoing"", ""insight"", ""curiosity"", ""act""], [""experience"", ""consciousness"", ""awareness"", ""fundamental"", ""open""]]",5,0.84,77,0.383,0.794,180,20,"{""meta_reflection"": 0.5163450451632637, ""closure_vibe"": 0.3417002105371869, ""competitive_escalation"": 0.49641925185473995, ""mystical_breakdown"": 0.3743018089835323, ""recovery_attempt"": 0.24666317014848416}",synthesis,recursive synthesis->circular reinforcement->stagnant synthesis->circular reinforcement->recursive synthesis->recursive elaboration->synthesis->recursive synthesis->stagnant synthesis->recursive exploration->recursive synthesis->recursive exploration->recursive synthesis->synthesis->recursive synthesis->synthesis,15,0,-1,0,0,0,0,0,0,,117,10,5,profound,0,30,12,3,0,4,0,71,109,1,10,0,1,28,6,0.0,6,0.0,,,4.94,0.14,96.5,-7,,,,,,,automated,2025-07-22,
